0,LSTM-adjusted Portfolio,Historical Portfolio,SPY Buy-and-Hold
2024-04-24,-0.0006127742216996495,0.000347837942337028,-0.0004745455110845
2024-04-25,-0.000722406449607539,-0.0006131071784422821,-0.0037990324101588
2024-04-26,0.009713563645397397,0.008650554956559475,0.0094738240047622
2024-04-29,0.0019333662382202666,0.0017472955453905039,0.0035415531908296
2024-04-30,-0.017714036173855256,-0.015624265128655161,-0.0158412777210867
2024-05-01,-0.0008207509427144116,-0.0004208567651402058,-0.00324708908135
2024-05-02,0.006468762036944711,0.005310080091228023,0.0093534691167331
2024-05-03,0.01259366098845613,0.008950953077821733,0.0123952966529841
2024-05-06,0.010553210363300671,0.009866830671735282,0.010326794652302
2024-05-07,0.0003665445317775943,0.0007554808666895582,0.0011034322831826
2024-05-08,-0.0012755550703222414,-0.0010847969293117559,9.659653766114218e-05
2024-05-09,0.006351581478619516,0.006241828654693301,0.0057619890533691
2024-05-10,0.003339377608077139,0.002952424752132224,0.0012881638445851
2024-05-13,-0.003531796311839641,-0.0037031280104451213,0.0001340823780764
2024-05-14,0.005772108223433926,0.005333954151229424,0.0045883151651262
2024-05-15,0.010185586669899762,0.009941150847173437,0.0123830270695661
2024-05-16,-0.0019608759608170517,-0.0022108068231629467,-0.0020575446924433
2024-05-17,0.00658881477280072,0.006492177284354978,0.0014375154397507
2024-05-20,0.003899986168588853,0.0028403126931961856,0.0011521639296525
2024-05-21,0.0013130803332938468,0.0012682350422257378,0.0024525339784411
2024-05-22,-0.0076111913775822404,-0.007910545848005228,-0.0028792924501495
2024-05-23,-0.009561931003114595,-0.009896256689554917,-0.007304272633687
2024-05-24,0.0024697388056549507,0.0024650375255192676,0.0066165101077051
2024-05-27,0.003097986539957322,0.003071571020374639,0.0066165101077051
2024-05-28,-0.0020837214307732914,-0.0018718998870741513,0.0006987272701077
2024-05-29,-0.0094946949751645,-0.009488894184468862,-0.00700257287704
2024-05-30,0.0006464410679817075,0.0002527894457716931,-0.0066335267616814
2024-05-31,0.0011593468157732843,0.0010412683904503822,0.0091082556427137
2024-06-03,0.002454741661760945,0.002345336034051915,0.0008152793087399
2024-06-04,-0.002755001788759403,-0.002866369090154394,0.0011179784750645
2024-06-05,0.010737562449099009,0.01074075101343756,0.0118850456743515
2024-06-06,0.003543944811716288,0.003549190833774552,-1.906007630814166e-05
2024-06-07,-0.012193663465452123,-0.012312254982349013,-0.0012156584668577
2024-06-10,0.0043457000537297785,0.00424853698842971,0.0030897933206794
2024-06-11,-0.0025792708906323546,-0.0026386128944174744,0.0024084533854265
2024-06-12,0.005887323111751258,0.005911862284736956,0.0082129632454293
2024-06-13,-0.005420310661338871,-0.0053714337314538525,0.0020137638571136
2024-06-14,1.6336768492467187e-05,8.68872038276851e-05,0.0006082052734865
2024-06-17,0.0015497300432075701,0.002057146679866021,0.0079589947687206
2024-06-18,0.002822897568803432,0.0027740038682544915,0.0025407049316279
2024-06-19,-0.0006106459463636874,-0.0005990801257170123,0.0025407049316279
2024-06-20,0.0016701134219347846,0.0014618721218119077,-0.0027167588021093
2024-06-21,-0.004627917999536494,-0.004923791138762061,-0.0013404776708971
2024-06-24,0.002076112432400793,0.0013547487323668263,-0.003250626731638
2024-06-25,-0.00030780741895189336,-0.0001541568674035211,0.0038507335523407
2024-06-26,-0.0013642040303689096,-0.0014976582688468478,0.0012479230830997
2024-06-27,0.005272372887680379,0.004846283452684854,0.0015766380196302
2024-06-28,-0.0020547836191533307,-0.0022566576235017537,-0.0039351052104557
2024-07-01,-0.0011238159874043894,-0.00010852287852774535,0.002058117632536
2024-07-02,0.004267754378406412,0.004335851550660364,0.0067296253675415
2024-07-03,0.00678580621076246,0.00660432564735758,0.0044627456936461
2024-07-04,0.005056270949507483,0.005661257363697408,0.0044627456936461
2024-07-05,0.0032976367422246676,0.005024514206975117,0.0057664703261892
2024-07-08,-0.003133995967663019,-0.0032860079206149147,0.0011538278736904
2024-07-09,0.0006791630478984469,0.0008993690969586125,0.0009723676546344
2024-07-10,0.007870357755012604,0.007909775878946246,0.0098954195339007
2024-07-11,0.004994624407342393,0.0026003326464529583,-0.0086226134184806
2024-07-12,0.004200164564650195,0.004111780458871937,0.0063075447409224
2024-07-15,0.003966215505523119,0.0036334462232691968,0.002750231810499
2024-07-16,0.00983470824736506,0.010033215875313426,0.0059300809133697
2024-07-17,-0.009333183570632614,-0.010010103003585565,-0.0140212847975282
2024-07-18,-0.0058151938906916435,-0.006111211925979066,-0.0076848140831787
2024-07-19,-0.008821323925321924,-0.009006097209438223,-0.0066406049141153
2024-07-22,0.008244369125244455,0.007816041694997583,0.0103100390293051
2024-07-23,-0.0008921700894335576,-0.0005774461961297182,-0.0015685213495305
2024-07-24,-0.010917847468206085,-0.011770401725517032,-0.0226624782723481
2024-07-25,-0.006918173198690967,-0.006660789966157206,-0.0052105066806682
2024-07-26,0.01116062317373077,0.01120434330846207,0.0111997118354425
2024-07-29,-0.0007604944199576036,-0.0007441330466977568,0.0005876651219949
2024-07-30,0.002138689623882979,0.00200942948596008,-0.0050663497686068
2024-07-31,0.013948388772763685,0.013942984216846123,0.0162544705916847
2024-08-01,-0.011343855354214689,-0.011338409344389556,-0.014160802726079
2024-08-02,-0.013524351467090185,-0.013538603064186316,-0.0186185016461001
2024-08-05,-0.019149270800867063,-0.0192871908520777,-0.0291235284191155
2024-08-06,-0.0008083790801985584,-0.008905184704985757,0.0092194041113915
2024-08-07,-0.0038526935669143717,-0.003679591062646955,-0.0066838771894331
2024-08-08,0.019352114516156437,0.01917708163545947,0.02311725305339
2024-08-09,0.0036600701658018155,0.003441809943184536,0.0044096357611267
2024-08-12,0.009573898028160468,0.008599567771935865,0.0005254581184506
2024-08-13,0.0076148106242023735,0.007595320854051229,0.0164454236521989
2024-08-14,-0.0029461865958247263,-0.0021532220228477877,0.0031548370815228
2024-08-15,0.011225792953793078,0.01073108964206897,0.0171404765165705
2024-08-16,0.010659786026627226,0.010761622514084088,0.0022418662206671
2024-08-19,0.003136834167838637,0.004445375941929285,0.009561370914747
2024-08-20,0.00038365160526227914,0.000593600301051983,-0.0016260026793798
2024-08-21,0.0014716295463603143,0.0013539438830851474,0.0034365526097956
2024-08-22,-0.012112391421432799,-0.00964250312548047,-0.0078485772070782
2024-08-23,0.011066484253634988,0.011028435077496429,0.0106254214847625
2024-08-26,9.016141450806908e-05,5.066278018805775e-05,-0.0023838907829245
2024-08-27,0.001979933850145749,0.001966450303598979,0.001372987539763
2024-08-28,-0.006356979965020951,-0.006353180063359377,-0.0058050289757606
2024-08-29,0.0024264380242906775,0.0023948888916803675,8.941058333311602e-05
2024-08-30,0.0019380550895402677,0.001966064041400215,0.0095459866384983
2024-09-03,-0.013428500292023929,-0.013646809092541066,-0.0205788856361399
2024-09-04,-0.0007973670100697007,-0.0008221628716820371,-0.0020468766702905
2024-09-05,0.002614919735747118,0.0026548562984287224,-0.0024322652088685
2024-09-06,-0.012478916846564441,-0.012260954987860916,-0.0168300464428458
2024-09-09,0.007664268949298977,0.007608486164194328,0.0111962000272407
2024-09-10,0.004381396659230222,0.004380653136789831,0.004355785475598
2024-09-11,0.003807832786608944,0.004543517138889503,0.0102588328278108
2024-09-12,0.01292386428735842,0.012622026890168564,0.0084232853476851
2024-09-13,0.0077222995713600836,0.007416656304166663,0.0052227385698044
2024-09-16,0.0017305888261126407,0.0007704112379084819,0.0014769019367719
2024-09-17,-0.0024827154214382835,-0.0021992463650652365,0.0004085690549797
2024-09-18,-0.0041738542709465806,-0.004706649092176361,-0.0029657304074027
2024-09-19,0.014886593299753285,0.015694756013388947,0.0170643781397725
2024-09-20,0.0032279072388669222,0.003799811695373161,-0.0017287449719705
2024-09-23,0.0010045629985163374,0.0018853047780328037,0.0024989342683854
2024-09-24,0.006353216954326553,0.00756358568950728,0.0028613323692314
2024-09-25,-0.0015381388608673348,-0.0018172498119060274,-0.0022055614600836
2024-09-26,0.007304409601058322,0.004845158308912649,0.0039646391160432
2024-09-27,-0.003304179960629588,-0.004110107274512613,-0.0014501460459257
2024-09-30,-0.002295727151802268,-0.0017892140420086467,0.0040070109918017
2024-10-01,-0.00026005985826085386,-0.00020475991039162905,-0.0089584336087172
2024-10-02,0.0007457168883285058,0.0004869380664659107,0.000422191079924
2024-10-03,-0.0011114173682507844,-0.0011995936222014638,-0.0018282857429317
2024-10-04,0.004460895297696773,0.0038436479634300917,0.0090873799070352
2024-10-07,-0.004060384843261149,-0.005966275632278028,-0.0090404579877041
2024-10-08,-0.00018907695043117673,0.0009498485307602074,0.0094575413478152
2024-10-09,0.002625534372275055,0.0019825320291515123,0.0069265705048262
2024-10-10,0.0030885755275668917,0.002484990523151059,-0.0017500610912019
2024-10-11,0.008480548478360035,0.008254452807695522,0.005988159557293
2024-10-14,0.004474087781770006,0.004370114273684293,0.00817855765382
2024-10-15,-0.00155626862791337,-0.002616374191247965,-0.0077697324931947
2024-10-16,0.004486902709665945,0.0045141080015865444,0.0043462825241165
2024-10-17,0.0032009442403240027,0.0029337975480800502,8.599679784637715e-05
2024-10-18,0.006553270475765049,0.006505179277052447,0.0038464788299636
2024-10-21,-0.002346674252975404,-0.0018773936239775777,-0.0016422047033881
2024-10-22,0.001771599887865897,0.0025186718649764135,-0.0005311986033414
2024-10-23,-0.009073810208003266,-0.009600220958502718,-0.0091374245648566
2024-10-24,0.0038733210596394087,0.003941638570558766,0.0021627269277775
2024-10-25,0.0002796385864990532,0.00041467926461109095,-0.0003454826084204
2024-10-28,0.0031503347829726475,0.0024671956367835366,0.0030915338881492
2024-10-29,0.004336482088364135,0.004807434541153216,0.0016184996077563
2024-10-30,-0.0013711363543701355,-0.0003001846120866203,-0.0030253378048258
2024-10-31,-0.013439921840881488,-0.0162607330473355,-0.0196032728107851
2024-11-01,0.0008398886037684439,0.0008531402951320469,0.0042206696781321
2024-11-04,-0.0008898407570898671,-0.0009805751983415413,-0.0021539066799286
2024-11-05,0.008051209660655118,0.006752616402229275,0.0120917080461682
2024-11-06,0.0018743457523959365,-0.0003411799343832128,0.0248656934100541
2024-11-07,0.010174893367070803,0.010258974547660123,0.0077320600879753
2024-11-08,-0.0020154088598274005,-0.000915500833647726,0.0043316378547972
2024-11-11,-0.006870743004262982,-0.0074929846844018705,0.0009529299349826
2024-11-12,-0.005345370265349741,-0.005162772136311194,-0.0031065513171376
2024-11-13,-0.0027048156530112425,-0.002566440050823641,0.0004858736503683
2024-11-14,-0.00422185059128515,-0.003963246981750341,-0.0064300178191996
2024-11-15,-0.007859257198302215,-0.007388409475276145,-0.0128086055534601
2024-11-18,0.007578822935001734,0.006763275348713364,0.0040974877736166
2024-11-19,0.004920253214218311,0.003988253916047698,0.0036552710618582
2024-11-20,0.002228033228405161,0.0021561783032889676,0.0003387990956096
2024-11-21,0.00722653674526264,0.00722270190119803,0.0053683415882601
2024-11-22,0.006731566551938454,0.0065700143171480525,0.0030993837232957
2024-11-25,-0.006718104762595455,-0.006620041429404615,0.0033921526241242
2024-11-26,0.004207992734490155,0.004257178724406456,0.005221480917545
2024-11-27,-0.0011241394983494352,-0.00123461008352051,-0.0030301632347228
2024-11-28,0.0015495650240234312,0.0012298137139289296,-0.0030301632347228
2024-11-29,0.006319991521340322,0.006340423216016225,0.0062121692989396
2024-12-02,-0.001462440034238662,-0.0013773596134809439,0.0017923617528994
2024-12-03,0.0021422263914658846,0.0020390329534117923,0.0004639884064654
2024-12-04,0.003411854160028209,0.0036029801954410925,0.0062093966956466
2024-12-05,-0.0033261685305888515,-0.0033018076823675747,-0.0016456003578503
2024-12-06,0.005943445896430711,0.005509217725924752,0.0018956365539355
2024-12-09,0.0017342030614154492,0.0014528773510988709,-0.0051496262920319
2024-12-10,-0.0010847232420079437,-0.0010635393814718151,-0.0031090161262166
2024-12-11,0.00740790051093195,0.007383848258090584,0.0077305599170185
2024-12-12,-0.006702012992130857,-0.006693148449196698,-0.0051525931159457
2024-12-13,-0.005664569127411793,-0.005565126606951496,-0.0001987246258569
2024-12-16,0.0008439926798514666,0.0009109386144498,0.0042700868217739
2024-12-17,-0.0008119928117457334,-0.0009526326565721488,-0.0041200529722559
2024-12-18,-0.021016885067556935,-0.021041496142595425,-0.0298034737065155
2024-12-19,-0.0021919597454990976,-0.0022842646689466505,-0.0003071052910171
2024-12-20,0.007276692175994489,0.006733604840482162,0.012010996856451
2024-12-23,0.002693430411266238,0.0029728355908173417,0.0059882190178353
2024-12-24,0.005427957827634101,0.005474972676133752,0.0111151707279437
2024-12-26,0.006712802892009344,0.006089440442817395,6.652365111459169e-05
2024-12-27,-0.0041157135673196305,-0.004486626626639232,-0.0105264100891748
